Brand,Name,Rating,Price,RAM,ROM,Expandable Storage,Screen Size (inch),Screen Size (cm),Rear Cam,Selfie Cam,Battery,Processor,Image Link
GFive,C3,3.7,"1,193",32,32,16,1.8,4.57,0.3,,800,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/y/x/4/c3-card-c3-card-gfive-original-imagc859tkfg3zdv.jpeg?q=70
GFive,C3,3.7,980,32,32,16,1.8,4.57,0.3,,800,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/k/7/k/c3-card-c3-card-gfive-original-imaggzpygmsw5y8p.jpeg?q=70
I,Kall,3.6,829,32,64,,2.4,6.1,0.3,,1500,15 Month Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/jyxaw7k0/mobile/y/e/7/i-kall-k39-k39-original-imafh9hsczuzchh6.jpeg?q=70
Eunity,Hunt,3.5,679,16,16,16,1.77,4.5,0.3,,1000,7 Day Replacement,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/q/2/hunt-hunt-eunity-original-imagmyvez3zugvbk.jpeg?q=70
Coolpad,Cool,3.8,"6,499",2,16,128,5.7,14.48,8,5,3000,SC9863 Processor,https://rukminim1.flixcart.com/image/312/312/jyxaw7k0/mobile/z/7/d/coolpad-cool-3-1825-original-imaff6yuknkcyvnz.jpeg?q=70
vivo,Y100,4.4,"24,999",8,128,,6.38,16.21,64,16,4500,Mediatek Dimensity 900 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/n/d/4/-original-imagmvgcnpanjhdx.jpeg?q=70
Infinix,Hot,4.3,"9,999",4,64,256,6.6,16.76,13,8,5200,MediaTek Helio G70 Processor,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/mobile/j/1/w/hot-11-x662-64-4-infinix-original-imag6xprhpuqsbhe.jpeg?q=70
Infinix,Hot,4.3,"9,999",4,64,256,6.6,16.76,13,8,5200,MediaTek Helio G70 Processor,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/mobile/6/8/c/hot-11-x662-64-4-infinix-original-imag6xpryfwzq5fm.jpeg?q=70
OPPO,A55,4.3,"13,499",4,64,256,6.51,16.54,50,16,5000,MediaTek Helio G35 Processor,https://rukminim1.flixcart.com/image/312/312/kxdl3m80/mobile/d/t/i/-original-imag9uk9ufvkb42h.jpeg?q=70
Infinix,Note,4.2,"12,999",6,128,512,6.7,17.02,50,16,5000,MediaTek Helio G88 Processor,https://rukminim1.flixcart.com/image/312/312/l3929ow0/mobile/v/w/k/-original-imageezmre8ymznn.jpeg?q=70
LAVA,A9,4.1,"1,740",24,32,32,2.8,7.11,1.3,,1700,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,https://rukminim1.flixcart.com/image/312/312/kbpeoi80/mobile/y/g/t/lava-a9-lava-a9-original-imafszsqzfzcy8q5.jpeg?q=70
MTR,S700,3.9,"1,050",32,32,,2.4,6.1,0.8,,3000,6 MONTHS WARRENTY,https://rukminim1.flixcart.com/image/312/312/kylvr0w0/mobile/t/x/q/s700-s700-mtr-original-imagat8vzshqajj3.jpeg?q=70
itel,IT2163,4.1,"1,095",4,4,32,1.8,4.57,1000,,SC6531E,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,https://rukminim1.flixcart.com/image/312/312/kiew3gw0/mobile/j/a/u/itel-it2163-it2163-original-imafy7rm9yj6htgy.jpeg?q=70
LAVA,A9,4.1,"1,690",24,32,32,2.8,7.11,1.3,,1700,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,https://rukminim1.flixcart.com/image/312/312/kcjexe80/mobile/f/v/6/lava-a9-lava-a9-original-imaftnfffz34xbqw.jpeg?q=70
MTR,Ferrari,4.1,"1,350",64,64,,1.77,4.5,0.3,,800,12 Months,https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/mobile/2/r/r/mtr-ferrari-ferrari-original-imafhg6vcxhsvanc.jpeg?q=70
Kechaoda,K28,4.1,"1,399",32,64,16,2.4,6.1,0.3,,1700,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/k37mg7k0/mobile/d/y/x/kechaoda-k28-k28-original-imafme4g5dqypjcw.jpeg?q=70
OPPO,A55,4.3,"13,999",4,128,256,6.51,16.54,50,16,5000,MediaTek Helio G35 Processor,https://rukminim1.flixcart.com/image/312/312/kv6zvrk0/mobile/c/l/e/a55-cph2325-oppo-original-imag85qsz2hhumpy.jpeg?q=70
OPPO,A55,4.3,"13,499",4,64,256,6.51,16.54,50,16,5000,MediaTek Helio G35 Processor,https://rukminim1.flixcart.com/image/312/312/kxdl3m80/mobile/d/t/i/-original-imag9uk9ufvkb42h.jpeg?q=70
Nokia,C01,3.8,"6,299",2,32,128,5.45,13.84,5,2,3000,Unisoc SC9863A Processor,https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/mobile/s/u/q/-original-imagchvgyehnhtjj.jpeg?q=70
Nokia,105,4.1,"1,448",32,,,1.4,3.56,800,,1,,https://rukminim1.flixcart.com/image/312/312/k5h2jrk0/mobile/b/z/h/nokia-105-na-original-imafnypu9kgcybr9.jpeg?q=70
IQOO,Z6,4.2,"14,335",4,128,,6.44,16.36,50,16,5000,1 Year,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/z/e/-original-imagg5y8setuqya3.jpeg?q=70
Tecno,Spark,4.3,"6,999",2,32,,6.56,16.66,13,,5000,Helio A20 Processor,https://rukminim1.flixcart.com/image/312/312/kyj0vbk0/mobile/h/d/f/spark-go-2022-kg5-tecno-original-imagaqzjthkpdhr8.jpeg?q=70
realme,Narzo,4.3,"15,499",6,128,256,6.5,16.51,48,16,5000,MediaTek Helio G95 Processor,https://rukminim1.flixcart.com/image/312/312/kq18n0w0/mobile/y/2/b/narzo-30-rmx2156-realme-original-imag45yhzhugdcqh.jpeg?q=70
SAMSUNG,Galaxy,4.5,"69,999",8,128,,6.6,16.76,50,10,4500,Qualcomm Snapdragon 8 Gen 1 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/9/r/p/-original-imaggj68adhpmr7y.jpeg?q=70
I,Kall,3.8,"1,149",32,32,,2.4,6.1,0.3,,2500,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/mobile/h/w/s/k78-k78-i-kall-original-imag7a4k3hsaezeg.jpeg?q=70
GFive,K2,3.7,799,32,32,16,1.8,4.57,0.3,,1000,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/g/d/k2-k2-gfive-original-imaghg7ymqtetery.jpeg?q=70
MOTOROLA,g22,3.8,"10,999",4,64,1,6.5,16.51,50,16,5000,Mediatek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/l1qrjbk0/mobile/o/k/c/-original-imagd8pybgzxdk6h.jpeg?q=70
MAXX,Arc,3.9,999,32,Expandable,4,1.8,4.57,1000,,1,,https://rukminim1.flixcart.com/image/312/312/mobile/x/d/3/maxx-arc-arc-mx101-original-imadnbatnkasjprp.jpeg?q=70
Micromax,X708,3.9,"1,350",32,32,,2.4,6.1,0.3,,1450,One Year manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/mobile/1/r/r/x708-black-grey-x708-micromax-original-imag6xzarmjvcchu.jpeg?q=70
Kechaoda,K55,3.8,"1,399",32,64,,1.8,4.57,1.3,,400,1 Year Brand Service Center Warranty,https://rukminim1.flixcart.com/image/312/312/l2urv680/mobile/h/q/d/k55-pro-k55-pro-kechaoda-original-image3xwgp2ds5rf.jpeg?q=70
itel,IT5026,4,"1,305",4,4,32,2.4,6.1,2,,1200,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/kiew3gw0/mobile/c/7/g/itel-it5026-it5026-original-imafy7rmvcwwagqj.jpeg?q=70
itel,it5026,4,"1,305",4,4,,2.4,6.1,2,,1200,1 Year Manufacturer Warranty on handset and six month of accessories,https://rukminim1.flixcart.com/image/312/312/kihqz680/mobile/7/r/x/itel-it5026-it5026-original-imafy9mzewdk6fvm.jpeg?q=70
Kechaoda,K9,4.1,"1,299",32,64,16,2.4,6.1,0.3,,1700,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/jyq5oy80/mobile/q/g/4/kechaoda-k9-k9-original-imafgrt5rgngr97h.jpeg?q=70
Lvix,L1,3.2,"1,240",16,32,,2.8,7.11,0.3,,3000,3 Months Warranty,https://rukminim1.flixcart.com/image/312/312/l1grgcw0/mobile/d/o/6/king-king-lvix-original-imagdf4qxppvxjh8.jpeg?q=70
Kechaoda,K9,4.1,"1,285",32,64,16,2.4,6.1,0.3,,1700,1 Year Company Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/y/m/k9-k9-kechaoda-original-imagn255zfc9arpf.jpeg?q=70
OPPO,A55,4.3,"13,499",4,64,256,6.51,16.54,50,16,5000,MediaTek Helio G35 Processor,https://rukminim1.flixcart.com/image/312/312/kxdl3m80/mobile/d/t/i/-original-imag9uk9ufvkb42h.jpeg?q=70
Nokia,105,4.1,"1,448",32,,,1.4,3.56,800,,1,,https://rukminim1.flixcart.com/image/312/312/k5h2jrk0/mobile/b/z/h/nokia-105-na-original-imafnypu9kgcybr9.jpeg?q=70
IQOO,Z6,4.2,"14,335",4,128,,6.44,16.36,50,16,5000,1 Year,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/z/e/-original-imagg5y8setuqya3.jpeg?q=70
Tecno,Spark,4.3,"6,999",2,32,,6.56,16.66,13,,5000,Helio A20 Processor,https://rukminim1.flixcart.com/image/312/312/kyj0vbk0/mobile/h/d/f/spark-go-2022-kg5-tecno-original-imagaqzjthkpdhr8.jpeg?q=70
realme,Narzo,4.3,"15,499",6,128,256,6.5,16.51,48,16,5000,MediaTek Helio G95 Processor,https://rukminim1.flixcart.com/image/312/312/kq18n0w0/mobile/y/2/b/narzo-30-rmx2156-realme-original-imag45yhzhugdcqh.jpeg?q=70
SAMSUNG,Galaxy,4.5,"69,999",8,128,,6.6,16.76,50,10,4500,Qualcomm Snapdragon 8 Gen 1 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/9/r/p/-original-imaggj68adhpmr7y.jpeg?q=70
I,Kall,3.8,"1,149",32,32,,2.4,6.1,0.3,,2500,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/mobile/h/w/s/k78-k78-i-kall-original-imag7a4k3hsaezeg.jpeg?q=70
GFive,K2,3.7,799,32,32,16,1.8,4.57,0.3,,1000,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/g/d/k2-k2-gfive-original-imaghg7ymqtetery.jpeg?q=70
itel,Magic3,4,"1,650",8,8,,2.8,7.11,1.3,,1500,Smart Touch Keypad - Add a Magical Touch to your Life,https://rukminim1.flixcart.com/image/312/312/kumzpu80/mobile/l/j/c/magic3-it6350-itel-original-imag7q2yjzygc8p2.jpeg?q=70
MAXX,Arc,3.9,999,32,Expandable,4,1.8,4.57,1000,,1,,https://rukminim1.flixcart.com/image/312/312/mobile/x/d/3/maxx-arc-arc-mx101-original-imadnbatnkasjprp.jpeg?q=70
SAMSUNG,Galaxy,4.4,"54,999",8,128,,6.4,16.26,12,32,4500,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://rukminim1.flixcart.com/image/312/312/kzrbiq80/mobile/h/x/n/galaxy-s21-fe-5g-sm-g990ezaiinu-samsung-original-imagbpfzbrnueypq.jpeg?q=70
Micromax,X708,3.9,"1,350",32,32,,2.4,6.1,0.3,,1450,One Year manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/mobile/1/r/r/x708-black-grey-x708-micromax-original-imag6xzarmjvcchu.jpeg?q=70
Kechaoda,K55,3.8,"1,399",32,64,,1.8,4.57,1.3,,400,1 Year Brand Service Center Warranty,https://rukminim1.flixcart.com/image/312/312/l2urv680/mobile/h/q/d/k55-pro-k55-pro-kechaoda-original-image3xwgp2ds5rf.jpeg?q=70
itel,IT5026,4,"1,305",4,4,32,2.4,6.1,2,,1200,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/kiew3gw0/mobile/c/7/g/itel-it5026-it5026-original-imafy7rmvcwwagqj.jpeg?q=70
itel,it5026,4,"1,305",4,4,,2.4,6.1,2,,1200,1 Year Manufacturer Warranty on handset and six month of accessories,https://rukminim1.flixcart.com/image/312/312/kihqz680/mobile/7/r/x/itel-it5026-it5026-original-imafy9mzewdk6fvm.jpeg?q=70
Kechaoda,K9,4.1,"1,299",32,64,16,2.4,6.1,0.3,,1700,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/jyq5oy80/mobile/q/g/4/kechaoda-k9-k9-original-imafgrt5rgngr97h.jpeg?q=70
Lvix,L1,3.2,"1,240",16,32,,2.8,7.11,0.3,,3000,3 Months Warranty,https://rukminim1.flixcart.com/image/312/312/l1grgcw0/mobile/d/o/6/king-king-lvix-original-imagdf4qxppvxjh8.jpeg?q=70
Kechaoda,K9,4.1,"1,285",32,64,16,2.4,6.1,0.3,,1700,1 Year Company Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/y/m/k9-k9-kechaoda-original-imagn255zfc9arpf.jpeg?q=70
realme,Narzo,4.1,"8,719",4,64,,6.5,16.51,8,5,5000,Unisoc T612 processor Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/d/o/f/50i-prime-rmx3506-realme-original-imaghysx384dt6r5.jpeg?q=70
Kechaoda,K28,4.1,"1,285",32,64,16,2.4,6.1,0.3,,1700,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/c/s/k28-k28-kechaoda-original-imagn24rwb4c3236.jpeg?q=70
MOTOROLA,g22,3.8,"10,999",4,64,1,6.5,16.51,50,16,5000,Mediatek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/l1qrjbk0/mobile/o/k/c/-original-imagd8pybgzxdk6h.jpeg?q=70
OPPO,A17K,4.5,"9,084",3,64,2,6.56,16.66,8,5,5000,Mediatek Helio G35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/u/n/a17kbule-cph2471-oppo-original-imagjkzp7z5qehwp.jpeg?q=70
Infinix,Note,4.2,"12,999",6,128,512,6.7,17.02,50,16,5000,MediaTek Helio G88 Processor,https://rukminim1.flixcart.com/image/312/312/l3929ow0/mobile/v/w/k/-original-imageezmre8ymznn.jpeg?q=70
SAMSUNG,Galaxy,4.2,"16,499",4,64,1,6.6,16.76,50,13,5000,SEC S5E8535 (Exynos 1330) Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/6/c/5/-original-imagmefcgvntdtha.jpeg?q=70
Infinix,Note,4.2,"11,999",4,64,512,6.7,17.02,50,16,5000,MediaTek Helio G88 Processor,https://rukminim1.flixcart.com/image/312/312/l3929ow0/mobile/v/w/k/-original-imageezmre8ymznn.jpeg?q=70
Kechaoda,A8,3.9,"1,490",32,64,32,3.5,8.89,0.3,,2500,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/l0h1g280/mobile/b/g/4/a8-a8-kechaoda-original-imagc9yxqdgvqcdr.jpeg?q=70
ANGAGE,SAGA,4,"1,070",64,64,32,2.4,6.1,0.3,,3000,1 Month Manufacturing Warranty,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/j/n/j/saga-saga-angage-original-imagc7y2mdx6er2k.jpeg?q=70
POCO,X4,4.2,"21,999",8,128,1,6.67,16.94,64,16,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/v/c/i/-original-imagcv2dpkd75r6z.jpeg?q=70
realme,8,4.4,"18,499",8,128,1,6.5,16.51,48,16,5000,MediaTek Dimensity 700 (MT6833) Processor,https://rukminim1.flixcart.com/image/312/312/knrsjgw0/mobile/u/f/w/8-5g-rmx3241-realme-original-imag2d8ett6ukhcs.jpeg?q=70
Kechaoda,K28,4.1,"1,279",32,64,,2.4,6.1,0.3,,1700,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/jjn6d8w0/mobile/r/z/y/kechaoda-k28-k28-original-imaf76eyqguqufnt.jpeg?q=70
MTR,S700,3.9,"1,050",32,32,,2.4,6.1,0.8,,3000,6 MONTHS WARRENTY,https://rukminim1.flixcart.com/image/312/312/kylvr0w0/mobile/t/x/q/s700-s700-mtr-original-imagat8vzshqajj3.jpeg?q=70
Tecno,Spark,4,"9,990",6,128,512,6.6,16.76,13,8,5000,MediaTek Helio G37 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/z/1/spark-9-kg5p-tecno-original-imagghbwdhygjag2.jpeg?q=70
realme,8,4.3,"15,499",4,64,1,6.5,16.51,48,16,5000,MediaTek Dimensity 700 (MT6833) Processor,https://rukminim1.flixcart.com/image/312/312/knrsjgw0/mobile/f/o/w/8-5g-rmx3241-realme-original-imag2d8eksc2szzy.jpeg?q=70
realme,8,4.3,"15,499",4,64,1,6.5,16.51,48,16,5000,MediaTek Dimensity 700 (MT6833) Processor,https://rukminim1.flixcart.com/image/312/312/knrsjgw0/mobile/u/f/w/8-5g-rmx3241-realme-original-imag2d8ett6ukhcs.jpeg?q=70
Micromax,J2,3.8,966,32,32,,1.77,4.5,800,,One,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/l/4/j2-j2-micromax-original-imaggurgnch6wyry.jpeg?q=70
SAMSUNG,Galaxy,4.3,"11,499",4,64,1,6.4,16.26,48,13,6000,MediaTek Helio G80 Processor,https://rukminim1.flixcart.com/image/312/312/kqqykcw0/mobile/p/y/u/galaxy-f22-sm-e225fzkhins-samsung-original-imag4z99fagskjxd.jpeg?q=70
vivo,Y15c,4.2,"9,790",3,32,1,6.51,16.54,13,8,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/l3bx5e80/mobile/3/a/4/-original-imagegz3g8zkyhyq.jpeg?q=70
realme,Narzo,4.3,"14,499",6,64,256,6.5,16.51,48,16,5000,MediaTek Helio G95 Processor,https://rukminim1.flixcart.com/image/312/312/kq18n0w0/mobile/u/w/b/narzo-30-rmx2156-realme-original-imag45ymfpry9ecq.jpeg?q=70
GFive,C2,3.6,980,32,32,,1.77,4.5,0.3,,400,7 DAYS,https://rukminim1.flixcart.com/image/312/312/kzsqykw0/mobile/w/j/b/c2-black-c2-card-phone-gfive-original-imagbq8frfasdhnp.jpeg?q=70
Snexian,Rock,4,"1,499",32,32,,1.7,4.32,0.3,,800,1 Year Brand Warranty,https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/mobile/4/t/n/snexian-rock-rock-original-imafhyggx37yy4kf.jpeg?q=70
Kechaoda,K115,3.8,"1,199",32,32,,1.44,3.66,0.3,,850,6 Months,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/c/r/n/k115-pro-k115-pro-kechaoda-original-imagc85bta5wxnep.jpeg?q=70
SAMSUNG,Galaxy,4.3,"21,999",6,128,1,6.6,16.76,50,8,5000,Qualcomm Snapdragon 695 (SM6375) Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/n/p/g/-original-imagm2jtdqagpcfe.jpeg?q=70
KARBONN,K9,4.2,"1,479",52,32,32,2.4,6.1,0,0.3,2500,NA Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/g/l/k9-punch-k9-punch-karbonn-original-imaghbxgs9vk8y5g.jpeg?q=70
realme,Narzo,4.4,"13,499",4,64,256,6.5,16.51,48,16,5000,MediaTek Helio G95 Processor,https://rukminim1.flixcart.com/image/312/312/kq18n0w0/mobile/u/w/b/narzo-30-rmx2156-realme-original-imag45ymfpry9ecq.jpeg?q=70
Muphone,MU,4.2,"1,199",32,32,,1.44,3.66,1.3,,800,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/l2c753k0/mobile/l/6/a/mu-m360-mu-m360-muphone-original-imagdpabbzdgphyd.jpeg?q=70
KARBONN,K531,4.3,"1,349",32,32,32,2.4,6.1,0.3,,1800,1 Year Brand Warranty,https://rukminim1.flixcart.com/image/312/312/kzegk280/mobile/t/k/n/k531-k531-karbonn-original-imagbf59efnghkbn.jpeg?q=70
LAVA,A1,4.2,"1,209",4,24,32,1.77,4.5,0.3,,800,1 Year Replacement Guarantee for Phone and 6 Months Replacement Guarantee for Accessories in Box (T&C apply),https://rukminim1.flixcart.com/image/312/312/k7tdj0w0/mobile/f/y/h/lava-a1-lava-a1-original-imafpz8rer4he3te.jpeg?q=70
itel,Vision3,4.3,"6,499",2,32,,6.6,16.76,8,,5000,One Time Screen Replacement within 100 days of purchase 1 Year warranty on mobile device &  6 months on accessories,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/q/y/j/-original-imagcnu2pky7thvx.jpeg?q=70
PHILIPS,E102A,3.8,"1,185",32,32,16,1.77,4.5,0.3,,1000,1 Year Warranty on Mobile and 6 Months on Battery,https://rukminim1.flixcart.com/image/312/312/krxtrww0/mobile/h/k/j/e102a-e102a-philips-original-imag5mywnnfranz8.jpeg?q=70
Kechaoda,K33,4,"1,160",32,32,,1.4,3.56,0.3,,800,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kiew3gw0-0/mobile/a/2/b/k33-k33-kechaoda-original-imafy7qwz8mt4gmf.jpeg?q=70
LAVA,Z61,4.1,"6,500",1,16,32,5.45,13.84,8,5,3000,1.5 GHz Quad core processor Processor,https://rukminim1.flixcart.com/image/312/312/jza5uvk0/mobile/5/v/8/lava-z61-z61-original-imafdngrkq32fek9.jpeg?q=70
KARBONN,K140,3.9,995,32,32,,1.8,4.57,0.3,,1000,1 Year,https://rukminim1.flixcart.com/image/312/312/k33c4nk0pkrrdj/mobile/w/f/w/karbonn-k140-pop-k140-pop-original-imafhfffpfzamhts.jpeg?q=70
realme,Narzo,4.5,"7,499",2,32,256,6.5,16.51,8,5,5000,SC9863A Processor,https://rukminim1.flixcart.com/image/312/312/ktx9si80/mobile/s/o/j/narzo-50i-rmx3231-realme-original-imag75h86v5thnzy.jpeg?q=70
POCO,X4,4.2,"21,999",8,128,1,6.67,16.94,64,16,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/w/0/6/-original-imagcv2dcyjzcmvd.jpeg?q=70
Tecno,Spark,4.1,"8,450",4,64,256,6.56,16.66,16,8,5000,MediaTek Helio G25 Processor,https://rukminim1.flixcart.com/image/312/312/ktvucnk0/mobile/7/h/5/spark-8-kg6-tecno-original-imag74psqhgnezsk.jpeg?q=70
MTR,M1800+,4.2,890,32,32,,1.77,4.5,0.3,,3000,1 year(domestic),https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/9/j/f/m1800-m1800-mtr-original-imaghg8hyxfvypff.jpeg?q=70
REDMI,Note,4.3,"20,889",6,128,,6.67,16.94,48,,5000,12 Months,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/d/6/o/-original-imaghtpzvkxksh9n.jpeg?q=70
itel,Power,4.1,"1,499",4,4,32,2.4,6.1,0.3,,2500,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/kiew3gw0/mobile/s/f/f/itel-power-410-it5618n-original-imafy7rn7grdzdzf.jpeg?q=70
Micromax,IN,4.1,"11,499",4,64,256,6.67,16.94,48,16,5000,MediaTek Helio G85 (MT6769V/CZ) Processor,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/mobile/v/t/1/in-note-1-e7746-micromax-original-imag7cdgz6tqychm.jpeg?q=70
I,Kall,3.6,749,32,64,,1.8,4.57,0.3,,800,1 Year,https://rukminim1.flixcart.com/image/312/312/kkoc70w0/mobile/v/6/v/k3310-coal-black-k3310-i-kall-original-imafzz49afqpsqb6.jpeg?q=70
APPLE,iPhone,4.6,"53,999",64,,,6.1,15.49,12,12,A14,Ceramic Shield,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/y/7/n/apple-iphone-12-dummyapplefsn-original-imafwg8dpyjvgg3j.jpeg?q=70
Itel,Magic2,4,"2,499",64,128,64,2.4,6.1,1.3,,1900,Unisoc T117 Processor,https://rukminim1.flixcart.com/image/312/312/kq18n0w0/mobile/p/f/r/it9210-it9210-itel-original-imag44zbzjhthz8a.jpeg?q=70
Itel,Magic2,4,"2,599",64,128,64,2.4,6.1,1.3,,1900,Unisoc T117 Processor,https://rukminim1.flixcart.com/image/312/312/kq18n0w0/mobile/r/8/e/it9210-it9210-itel-original-imag44zbp6uzwxug.jpeg?q=70
Kechaoda,K9,4.1,"1,275",32,64,16,2.4,6.1,0.3,,1700,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/jf4a64w0/mobile/z/8/3/kechaoda-k9-k9-original-imaf3ng2mh4v4ghc.jpeg?q=70
realme,GT,4.4,"38,999",12,256,,6.62,16.81,50,16,5000,Qualcomm Snapdragon 888 Processor,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/mobile/m/o/3/-original-imagetmeb3y23xhb.jpeg?q=70
realme,GT,4.4,"38,999",12,256,,6.62,16.81,50,16,5000,Qualcomm Snapdragon 888 Processor,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/mobile/z/k/s/-original-imagetme4yjzzvp6.jpeg?q=70
realme,GT,4.4,"38,999",12,256,,6.62,16.81,50,16,5000,Qualcomm Snapdragon 888 Processor,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/mobile/2/l/k/-original-imagetmebhg9thpv.jpeg?q=70
Snexian,BOLD,3.8,"1,199",512,256,,1.8,4.57,0.3,,1000,3 Month FOR HANDSET,https://rukminim1.flixcart.com/image/312/312/krkyt8w0/mobile/q/h/h/bold-bold-snexian-original-imag5c5gwee8jjcp.jpeg?q=70
Tecno,Spark,4.3,"6,999",2,32,,6.52,16.56,13,,5000,1 Year,https://rukminim1.flixcart.com/image/312/312/l01blow0/mobile/i/q/t/spark-go-2022-kg5-tecno-original-imagbwyy4vnspgyc.jpeg?q=70
Kechaoda,K28,4.1,"1,280",32,64,16,2.4,6.1,0.3,,1700,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/jf751u80/mobile/2/6/r/kechaoda-k28-k28-original-imaf3pndgqmkvfby.jpeg?q=70
realme,9i,4.5,"14,999",4,128,1,6.6,16.76,50,16,5000,Qualcomm Snapdragon 680 (SM6225) Processor,https://rukminim1.flixcart.com/image/312/312/ky90scw0/mobile/s/5/d/-original-imagagnfgh6ed7tp.jpeg?q=70
realme,9i,4.5,"14,999",4,128,1,6.6,16.76,50,16,5000,Qualcomm Snapdragon 680 (SM6225) Processor,https://rukminim1.flixcart.com/image/312/312/ky90scw0/mobile/m/r/u/-original-imagagnffruu7ptd.jpeg?q=70
Kechaoda,K116,3.9,"1,399",32,32,32,1.8,4.57,1.3,,400,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/klqx30w0/mobile/s/b/2/k116-k116-kechaoda-original-imagytf4tet9the8.jpeg?q=70
Salora,Coral,3.8,"1,649",32,32,,2.4,6.1,1.3,,1800,1 Year,https://rukminim1.flixcart.com/image/312/312/jyoq93k0/mobile/w/t/6/salora-coral-coral-original-imafgvh8us9gbhja.jpeg?q=70
Nokia,C01,3.8,"6,299",2,32,128,5.45,13.84,5,2,3000,Unisoc SC9863A Processor,https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/mobile/s/u/q/-original-imagchvgyehnhtjj.jpeg?q=70
